Remainder,Steps,Decision_Tree,Score,Success
1389101112,5,"['Step1: (6,2,8) (6,2)', 'Step2: (5) (5)', 'Step3: (3,1,4) (4)', 'Step4: (7) (7)']",1,FALSE
25789101112,4,"['Step1: (2,4,6) (6)', 'Step2: (1,3,4) (1,3)', 'Step3: (4) (4)']",1,FALSE
12891112,5,"['Step1: (3,6,9) (3,6)', 'Step2: (5,4,9) (5,4)', 'Step3: (7) (7)', 'Step4: (10) (10)']",2,FALSE
12389101112,4,"['Step1: (4,5,9) (4,5)', 'Step2: (7) (7)', 'Step3: (6) (6)']",1,FALSE
34571112,6,"['Step1: (5,3,8) (8)', 'Step2: (2,4,6) (6)', 'Step3: (9) (9)', 'Step4: (10) (10)', 'Step5: (2,1,3) (2,1)']",2,FALSE
2381012,6,"['Step1: (5,4,9) (9)', 'Step2: (6,4,10) (6,4)', 'Step3: (11) (11)', 'Step4: (7) (7)', 'Step5: (1,5) (1,5)']",3,FALSE
2347101112,5,"['Step1: (1,6,7) (1,6)', 'Step2: (8) (8)', 'Step3: (9) (9)', 'Step4: (5) (5)']",1,FALSE
126789101112,3,"['Step1: (3,4,7) (3,4)', 'Step2: (5) (5)']",1,FALSE
479101112,6,"['Step1: (3,1,4) (3,1)', 'Step2: (2) (2)', 'Step3: (8) (8)', 'Step4: (6) (6)', 'Step5: (5) (5)']",1,FALSE
1467891112,4,"['Step1: (10) (10)', 'Step2: (2) (2)', 'Step3: (3,5,8) (3,5)']",1,FALSE
14101112,7,"['Step1: (3,6,9) (3,6)', 'Step2: (5) (5)', 'Step3: (8) (8)', 'Step4: (9) (9)', 'Step5: (2,4) (2)', 'Step6: (7) (7)']",2,FALSE
